fill	xmin	xmax	ymin	ymax	key	showSelected1
#FFEDE6	-165.288888888889	-154.488888888889	-12.35	-11.65	103	66
#FFF7F5	-190.288888888889	-179.488888888889	-13.35	-12.65	104	66
#67CBFF	-178.288888888889	-167.488888888889	-13.35	-12.65	105	66
#47C5FF	-228.288888888889	-217.488888888889	-11.35	-10.65	106	66
#ABDFFF	-216.288888888889	-205.488888888889	-11.35	-10.65	107	66
#FF0000	-16.4416666666667	-5.64166666666667	-5.35	-4.65	108	66
#FF3E22	-4.44166666666667	6.35833333333333	-5.35	-4.65	109	66
#BEBEBE	-5.4	5.4	-0.35	0.35	1	67
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	67
#BEBEBE	2.7	15.3	-1.35	-0.65	3	67
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	67
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	67
#BEBEBE	-78.675	-66.075	-3.35	-2.65	6	67
#BEBEBE	-64.175	-42.575	-3.35	-2.65	7	67
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	67
#BEBEBE	16.05	30.45	-2.35	-1.65	9	67
#BEBEBE	-70.6416666666667	-54.4416666666667	-4.35	-3.65	10	67
#BEBEBE	-52.9416666666667	-42.1416666666667	-4.35	-3.65	11	67
#BEBEBE	-114.241666666667	-90.8416666666667	-4.35	-3.65	12	67
#BEBEBE	-88.6416666666667	-72.4416666666667	-4.35	-3.65	13	67
#BEBEBE	-133.016666666667	-116.816666666667	-5.35	-4.65	14	67
#BEBEBE	-115.116666666667	-100.716666666667	-5.35	-4.65	15	67
#BEBEBE	-145.418518518519	-125.618518518519	-6.35	-5.65	16	67
#FF6C4A	-123.918518518519	-113.118518518519	-6.35	-5.65	17	67
#BEBEBE	-75.0166666666667	-58.8166666666667	-5.35	-4.65	18	67
#BEBEBE	-57.3166666666667	-46.5166666666667	-5.35	-4.65	19	67
#BEBEBE	5.92499999999999	29.325	-3.35	-2.65	20	67
#BEBEBE	31.225	42.025	-3.35	-2.65	21	67
#BEBEBE	-179.618518518519	-163.418518518519	-6.35	-5.65	22	67
#BEBEBE	-161.718518518519	-147.318518518519	-6.35	-5.65	23	67
#BEBEBE	-40.275	-20.475	-3.35	-2.65	24	67
#BEBEBE	-18.175	3.42499999999999	-3.35	-2.65	25	67
#F2FAFF	7.05833333333333	17.8583333333333	-4.35	-3.65	26	67
#BEBEBE	19.2583333333333	33.6583333333333	-4.35	-3.65	27	67
#BEBEBE	-143.635185185185	-129.235185185185	-7.35	-6.65	28	67
#00BFFF	-127.835185185185	-117.035185185185	-7.35	-6.65	29	67
#BEBEBE	-151.635185185185	-137.235185185185	-8.35	-7.65	30	67
#BEBEBE	-135.635185185185	-121.235185185185	-8.35	-7.65	31	67
#BEBEBE	-45.0166666666667	-28.8166666666667	-5.35	-4.65	32	67
#BEBEBE	-27.3166666666667	-16.5166666666667	-5.35	-4.65	33	67
#BEBEBE	-161.535185185185	-145.335185185185	-9.35	-8.65	34	67
#3DC3FF	-143.835185185185	-133.035185185185	-9.35	-8.65	35	67
#BEBEBE	-167.635185185185	-153.235185185185	-10.35	-9.65	36	67
#00BFFF	-151.835185185185	-141.035185185185	-10.35	-9.65	37	67
#BEBEBE	35.4583333333333	53.4583333333333	-4.35	-3.65	38	67
#BEBEBE	55.1583333333333	67.7583333333333	-4.35	-3.65	39	67
#9EDAFF	-131.835185185185	-121.035185185185	-9.35	-8.65	40	67
#00BFFF	-119.835185185185	-109.035185185185	-9.35	-8.65	41	67
#BEBEBE	-35.3185185185185	-13.7185185185185	-6.35	-5.65	42	67
#FF5232	-11.9185185185185	-1.11851851851853	-6.35	-5.65	43	67
#BEBEBE	-83.9185185185185	-73.1185185185185	-6.35	-5.65	44	67
#BEBEBE	-71.9185185185186	-61.1185185185186	-6.35	-5.65	45	67
#BEBEBE	-91.6351851851852	-77.2351851851852	-7.35	-6.65	46	67
#C6E8FF	-75.8351851851852	-65.0351851851852	-7.35	-6.65	47	67
#BEBEBE	26.325	47.925	-5.35	-4.65	48	67
#BEBEBE	49.725	60.525	-5.35	-4.65	49	67
#BEBEBE	24.5814814814815	44.3814814814815	-6.35	-5.65	50	67
#FF0000	46.0814814814815	56.8814814814815	-6.35	-5.65	51	67
#00BFFF	43.225	54.025	-3.35	-2.65	52	67
#CFEBFF	55.225	66.025	-3.35	-2.65	53	67
#FFFFFF	-59.9185185185185	-49.1185185185185	-6.35	-5.65	54	67
#FF3A1F	-47.9185185185185	-37.1185185185185	-6.35	-5.65	55	67
#BEBEBE	-173.535185185185	-157.335185185185	-7.35	-6.65	56	67
#DDF1FF	-155.835185185185	-145.035185185185	-7.35	-6.65	57	67
#FFF9F7	-40.9416666666667	-30.1416666666667	-4.35	-3.65	58	67
#FF3C20	-28.9416666666667	-18.1416666666667	-4.35	-3.65	59	67
#BEBEBE	-209.235185185185	-187.635185185185	-7.35	-6.65	60	67
#98D8FF	-185.835185185185	-175.035185185185	-7.35	-6.65	61	67
#BEBEBE	20.2814814814815	34.6814814814815	-7.35	-6.65	62	67
#FF0000	36.0814814814815	46.8814814814815	-7.35	-6.65	63	67
#00BFFF	-99.3166666666667	-88.5166666666667	-5.35	-4.65	64	67
#BEBEBE	-87.3166666666667	-76.5166666666667	-5.35	-4.65	65	67
#BEBEBE	-178.835185185185	-159.035185185185	-11.35	-10.65	66	67
#FF9779	-157.335185185185	-146.535185185185	-11.35	-10.65	67	67
#6ACCFF	-63.8351851851852	-53.0351851851852	-7.35	-6.65	68	67
#FBFDFF	-51.8351851851852	-41.0351851851852	-7.35	-6.65	69	67
#00BFFF	-95.8351851851852	-85.0351851851852	-8.35	-7.65	70	67
#77CFFF	-83.8351851851852	-73.0351851851852	-8.35	-7.65	71	67
#ABDFFF	-35.9185185185185	-25.1185185185185	-7.35	-6.65	72	67
#FFAC93	-23.9185185185185	-13.1185185185185	-7.35	-6.65	73	67
#FF0000	58.0814814814815	68.8814814814815	-6.35	-5.65	74	67
#FF5B3A	70.0814814814815	80.8814814814815	-6.35	-5.65	75	67
#BEBEBE	-216.835185185185	-197.035185185185	-8.35	-7.65	76	67
#00BFFF	-195.335185185185	-184.535185185185	-8.35	-7.65	77	67
#1BC0FF	-219.835185185185	-209.035185185185	-9.35	-8.65	78	67
#BEBEBE	-207.835185185185	-197.035185185185	-9.35	-8.65	79	67
#BEBEBE	-227.235185185185	-205.635185185185	-10.35	-9.65	80	67
#00BFFF	-203.835185185185	-193.035185185185	-10.35	-9.65	81	67
#BEBEBE	-111.718518518519	-97.3185185185185	-6.35	-5.65	82	67
#00BFFF	-95.9185185185185	-85.1185185185185	-6.35	-5.65	83	67
#F8FCFF	16.0814814814815	26.8814814814815	-8.35	-7.65	84	67
#FF704F	28.0814814814815	38.8814814814815	-8.35	-7.65	85	67
#FF5A39	-16.9416666666667	-6.14166666666668	-4.35	-3.65	86	67
#FF1406	-4.94166666666668	5.85833333333333	-4.35	-3.65	87	67
#82D2FF	-115.835185185185	-105.035185185185	-7.35	-6.65	88	67
#00BFFF	-103.835185185185	-93.0351851851852	-7.35	-6.65	89	67
#BEBEBE	-178.235185185185	-165.635185185185	-8.35	-7.65	90	67
#ABDFFF	-164.335185185185	-153.535185185185	-8.35	-7.65	91	67
#FF0000	61.725	72.525	-5.35	-4.65	92	67
#FF3E22	73.725	84.525	-5.35	-4.65	93	67
#FF5030	0.0814814814814691	10.8814814814815	-6.35	-5.65	94	67
#FF0000	12.0814814814815	22.8814814814815	-6.35	-5.65	95	67
#FF6241	1.72499999999999	12.525	-5.35	-4.65	96	67
#FF0000	13.725	24.525	-5.35	-4.65	97	67
#BEBEBE	-195.335185185185	-175.535185185185	-9.35	-8.65	98	67
#00BFFF	-173.835185185185	-163.035185185185	-9.35	-8.65	99	67
#34C2FF	-191.835185185185	-181.035185185185	-10.35	-9.65	100	67
#94D7FF	-179.835185185185	-169.035185185185	-10.35	-9.65	101	67
#BEBEBE	-190.135185185185	-166.735185185185	-12.35	-11.65	102	67
#FFEDE6	-164.835185185185	-154.035185185185	-12.35	-11.65	103	67
#FFF7F5	-189.835185185185	-179.035185185185	-13.35	-12.65	104	67
#67CBFF	-177.835185185185	-167.035185185185	-13.35	-12.65	105	67
#47C5FF	-227.835185185185	-217.035185185185	-11.35	-10.65	106	67
#ABDFFF	-215.835185185185	-205.035185185185	-11.35	-10.65	107	67
#BEBEBE	-5.4	5.4	-0.35	0.35	1	68
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	68
#BEBEBE	2.7	15.3	-1.35	-0.65	3	68
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	68
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	68
#BEBEBE	-78.675	-66.075	-3.35	-2.65	6	68
#BEBEBE	-64.175	-42.575	-3.35	-2.65	7	68
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	68
#BEBEBE	16.05	30.45	-2.35	-1.65	9	68
#BEBEBE	-70.6416666666667	-54.4416666666667	-4.35	-3.65	10	68
#BEBEBE	-52.9416666666667	-42.1416666666667	-4.35	-3.65	11	68
#BEBEBE	-114.241666666667	-90.8416666666667	-4.35	-3.65	12	68
#BEBEBE	-88.6416666666667	-72.4416666666667	-4.35	-3.65	13	68
#BEBEBE	-133.016666666667	-116.816666666667	-5.35	-4.65	14	68
#BEBEBE	-115.116666666667	-100.716666666667	-5.35	-4.65	15	68
#BEBEBE	-145.418518518519	-125.618518518519	-6.35	-5.65	16	68
#FF6C4A	-123.918518518519	-113.118518518519	-6.35	-5.65	17	68
#BEBEBE	-75.0166666666667	-58.8166666666667	-5.35	-4.65	18	68
#BEBEBE	-57.3166666666667	-46.5166666666667	-5.35	-4.65	19	68
#BEBEBE	5.92499999999999	29.325	-3.35	-2.65	20	68
#BEBEBE	31.225	42.025	-3.35	-2.65	21	68
#BEBEBE	-179.618518518519	-163.418518518519	-6.35	-5.65	22	68
#BEBEBE	-161.718518518519	-147.318518518519	-6.35	-5.65	23	68
#BEBEBE	-40.275	-20.475	-3.35	-2.65	24	68
#BEBEBE	-18.175	3.42499999999999	-3.35	-2.65	25	68
#F2FAFF	7.05833333333333	17.8583333333333	-4.35	-3.65	26	68
#BEBEBE	19.2583333333333	33.6583333333333	-4.35	-3.65	27	68
#BEBEBE	-143.635185185185	-129.235185185185	-7.35	-6.65	28	68
#00BFFF	-127.835185185185	-117.035185185185	-7.35	-6.65	29	68
#BEBEBE	-151.635185185185	-137.235185185185	-8.35	-7.65	30	68
#BEBEBE	-135.635185185185	-121.235185185185	-8.35	-7.65	31	68
#BEBEBE	-45.0166666666667	-28.8166666666667	-5.35	-4.65	32	68
#BEBEBE	-27.3166666666667	-16.5166666666667	-5.35	-4.65	33	68
#BEBEBE	-161.535185185185	-145.335185185185	-9.35	-8.65	34	68
#3DC3FF	-143.835185185185	-133.035185185185	-9.35	-8.65	35	68
#BEBEBE	-167.635185185185	-153.235185185185	-10.35	-9.65	36	68
#00BFFF	-151.835185185185	-141.035185185185	-10.35	-9.65	37	68
#BEBEBE	35.4583333333333	53.4583333333333	-4.35	-3.65	38	68
#BEBEBE	55.1583333333333	67.7583333333333	-4.35	-3.65	39	68
#9EDAFF	-131.835185185185	-121.035185185185	-9.35	-8.65	40	68
#00BFFF	-119.835185185185	-109.035185185185	-9.35	-8.65	41	68
#BEBEBE	-35.3185185185185	-13.7185185185185	-6.35	-5.65	42	68
#FF5232	-11.9185185185185	-1.11851851851853	-6.35	-5.65	43	68
#BEBEBE	-83.9185185185185	-73.1185185185185	-6.35	-5.65	44	68
#BEBEBE	-71.9185185185186	-61.1185185185186	-6.35	-5.65	45	68
#BEBEBE	-91.6351851851852	-77.2351851851852	-7.35	-6.65	46	68
#C6E8FF	-75.8351851851852	-65.0351851851852	-7.35	-6.65	47	68
#BEBEBE	26.325	47.925	-5.35	-4.65	48	68
#BEBEBE	49.725	60.525	-5.35	-4.65	49	68
#BEBEBE	24.5814814814815	44.3814814814815	-6.35	-5.65	50	68
#FF0000	46.0814814814815	56.8814814814815	-6.35	-5.65	51	68
#00BFFF	43.225	54.025	-3.35	-2.65	52	68
#CFEBFF	55.225	66.025	-3.35	-2.65	53	68
#FFFFFF	-59.9185185185185	-49.1185185185185	-6.35	-5.65	54	68
#FF3A1F	-47.9185185185185	-37.1185185185185	-6.35	-5.65	55	68
#BEBEBE	-173.535185185185	-157.335185185185	-7.35	-6.65	56	68
#DDF1FF	-155.835185185185	-145.035185185185	-7.35	-6.65	57	68
#FFF9F7	-40.9416666666667	-30.1416666666667	-4.35	-3.65	58	68
#FF3C20	-28.9416666666667	-18.1416666666667	-4.35	-3.65	59	68
#BEBEBE	-209.235185185185	-187.635185185185	-7.35	-6.65	60	68
#98D8FF	-185.835185185185	-175.035185185185	-7.35	-6.65	61	68
#BEBEBE	20.2814814814815	34.6814814814815	-7.35	-6.65	62	68
#FF0000	36.0814814814815	46.8814814814815	-7.35	-6.65	63	68
#00BFFF	-99.3166666666667	-88.5166666666667	-5.35	-4.65	64	68
#BEBEBE	-87.3166666666667	-76.5166666666667	-5.35	-4.65	65	68
#BEBEBE	-178.835185185185	-159.035185185185	-11.35	-10.65	66	68
#FF9779	-157.335185185185	-146.535185185185	-11.35	-10.65	67	68
#6ACCFF	-63.8351851851852	-53.0351851851852	-7.35	-6.65	68	68
#FBFDFF	-51.8351851851852	-41.0351851851852	-7.35	-6.65	69	68
#00BFFF	-95.8351851851852	-85.0351851851852	-8.35	-7.65	70	68
#77CFFF	-83.8351851851852	-73.0351851851852	-8.35	-7.65	71	68
#ABDFFF	-35.9185185185185	-25.1185185185185	-7.35	-6.65	72	68
#FFAC93	-23.9185185185185	-13.1185185185185	-7.35	-6.65	73	68
#FF0000	58.0814814814815	68.8814814814815	-6.35	-5.65	74	68
#FF5B3A	70.0814814814815	80.8814814814815	-6.35	-5.65	75	68
#BEBEBE	-216.835185185185	-197.035185185185	-8.35	-7.65	76	68
#00BFFF	-195.335185185185	-184.535185185185	-8.35	-7.65	77	68
#1BC0FF	-219.835185185185	-209.035185185185	-9.35	-8.65	78	68
#BEBEBE	-207.835185185185	-197.035185185185	-9.35	-8.65	79	68
#7FD1FF	-217.335185185185	-206.535185185185	-10.35	-9.65	80	68
#00BFFF	-205.335185185185	-194.535185185185	-10.35	-9.65	81	68
#BEBEBE	-111.718518518519	-97.3185185185185	-6.35	-5.65	82	68
#00BFFF	-95.9185185185185	-85.1185185185185	-6.35	-5.65	83	68
#F8FCFF	16.0814814814815	26.8814814814815	-8.35	-7.65	84	68
#FF704F	28.0814814814815	38.8814814814815	-8.35	-7.65	85	68
#FF5A39	-16.9416666666667	-6.14166666666668	-4.35	-3.65	86	68
#FF1406	-4.94166666666668	5.85833333333333	-4.35	-3.65	87	68
#82D2FF	-115.835185185185	-105.035185185185	-7.35	-6.65	88	68
#00BFFF	-103.835185185185	-93.0351851851852	-7.35	-6.65	89	68
#BEBEBE	-178.235185185185	-165.635185185185	-8.35	-7.65	90	68
#ABDFFF	-164.335185185185	-153.535185185185	-8.35	-7.65	91	68
#FF0000	61.725	72.525	-5.35	-4.65	92	68
#FF3E22	73.725	84.525	-5.35	-4.65	93	68
#FF5030	0.0814814814814691	10.8814814814815	-6.35	-5.65	94	68
#FF0000	12.0814814814815	22.8814814814815	-6.35	-5.65	95	68
#FF6241	1.72499999999999	12.525	-5.35	-4.65	96	68
#FF0000	13.725	24.525	-5.35	-4.65	97	68
#BEBEBE	-195.335185185185	-175.535185185185	-9.35	-8.65	98	68
#00BFFF	-173.835185185185	-163.035185185185	-9.35	-8.65	99	68
#34C2FF	-193.335185185185	-182.535185185185	-10.35	-9.65	100	68
#94D7FF	-181.335185185185	-170.535185185185	-10.35	-9.65	101	68
#BEBEBE	-190.135185185185	-166.735185185185	-12.35	-11.65	102	68
#FFEDE6	-164.835185185185	-154.035185185185	-12.35	-11.65	103	68
#FFF7F5	-189.835185185185	-179.035185185185	-13.35	-12.65	104	68
#67CBFF	-177.835185185185	-167.035185185185	-13.35	-12.65	105	68
#BEBEBE	-5.4	5.4	-0.35	0.35	1	69
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	69
#BEBEBE	2.7	15.3	-1.35	-0.65	3	69
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	69
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	69
#BEBEBE	-78.675	-66.075	-3.35	-2.65	6	69
#BEBEBE	-64.175	-42.575	-3.35	-2.65	7	69
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	69
#BEBEBE	16.05	30.45	-2.35	-1.65	9	69
#BEBEBE	-70.6416666666667	-54.4416666666667	-4.35	-3.65	10	69
#BEBEBE	-52.9416666666667	-42.1416666666667	-4.35	-3.65	11	69
#BEBEBE	-114.241666666667	-90.8416666666667	-4.35	-3.65	12	69
#BEBEBE	-88.6416666666667	-72.4416666666667	-4.35	-3.65	13	69
#BEBEBE	-133.016666666667	-116.816666666667	-5.35	-4.65	14	69
#BEBEBE	-115.116666666667	-100.716666666667	-5.35	-4.65	15	69
#BEBEBE	-145.418518518519	-125.618518518519	-6.35	-5.65	16	69
#FF6C4A	-123.918518518519	-113.118518518519	-6.35	-5.65	17	69
#BEBEBE	-75.0166666666667	-58.8166666666667	-5.35	-4.65	18	69
#BEBEBE	-57.3166666666667	-46.5166666666667	-5.35	-4.65	19	69
#BEBEBE	5.92499999999999	29.325	-3.35	-2.65	20	69
#BEBEBE	31.225	42.025	-3.35	-2.65	21	69
#BEBEBE	-179.618518518519	-163.418518518519	-6.35	-5.65	22	69
#BEBEBE	-161.718518518519	-147.318518518519	-6.35	-5.65	23	69
#BEBEBE	-40.275	-20.475	-3.35	-2.65	24	69
#BEBEBE	-18.175	3.42499999999999	-3.35	-2.65	25	69
#F2FAFF	7.05833333333333	17.8583333333333	-4.35	-3.65	26	69
#BEBEBE	19.2583333333333	33.6583333333333	-4.35	-3.65	27	69
#BEBEBE	-143.635185185185	-129.235185185185	-7.35	-6.65	28	69
#00BFFF	-127.835185185185	-117.035185185185	-7.35	-6.65	29	69
#BEBEBE	-151.635185185185	-137.235185185185	-8.35	-7.65	30	69
#BEBEBE	-135.635185185185	-121.235185185185	-8.35	-7.65	31	69
#BEBEBE	-45.0166666666667	-28.8166666666667	-5.35	-4.65	32	69
#BEBEBE	-27.3166666666667	-16.5166666666667	-5.35	-4.65	33	69
#BEBEBE	-162.868518518519	-146.668518518519	-9.35	-8.65	34	69
#3DC3FF	-145.168518518519	-134.368518518519	-9.35	-8.65	35	69
#BEBEBE	-168.968518518519	-154.568518518519	-10.35	-9.65	36	69
#00BFFF	-153.168518518519	-142.368518518519	-10.35	-9.65	37	69
#BEBEBE	35.4583333333333	53.4583333333333	-4.35	-3.65	38	69
#BEBEBE	55.1583333333333	67.7583333333333	-4.35	-3.65	39	69
#9EDAFF	-133.168518518519	-122.368518518519	-9.35	-8.65	40	69
#00BFFF	-121.168518518519	-110.368518518519	-9.35	-8.65	41	69
#BEBEBE	-35.3185185185185	-13.7185185185185	-6.35	-5.65	42	69
#FF5232	-11.9185185185185	-1.11851851851853	-6.35	-5.65	43	69
#BEBEBE	-83.9185185185185	-73.1185185185185	-6.35	-5.65	44	69
#BEBEBE	-71.9185185185186	-61.1185185185186	-6.35	-5.65	45	69
#BEBEBE	-91.6351851851852	-77.2351851851852	-7.35	-6.65	46	69
#C6E8FF	-75.8351851851852	-65.0351851851852	-7.35	-6.65	47	69
#BEBEBE	26.325	47.925	-5.35	-4.65	48	69
#BEBEBE	49.725	60.525	-5.35	-4.65	49	69
#BEBEBE	24.5814814814815	44.3814814814815	-6.35	-5.65	50	69
#FF0000	46.0814814814815	56.8814814814815	-6.35	-5.65	51	69
#00BFFF	43.225	54.025	-3.35	-2.65	52	69
#CFEBFF	55.225	66.025	-3.35	-2.65	53	69
#FFFFFF	-59.9185185185185	-49.1185185185185	-6.35	-5.65	54	69
#FF3A1F	-47.9185185185185	-37.1185185185185	-6.35	-5.65	55	69
#BEBEBE	-173.535185185185	-157.335185185185	-7.35	-6.65	56	69
#DDF1FF	-155.835185185185	-145.035185185185	-7.35	-6.65	57	69
#FFF9F7	-40.9416666666667	-30.1416666666667	-4.35	-3.65	58	69
#FF3C20	-28.9416666666667	-18.1416666666667	-4.35	-3.65	59	69
#BEBEBE	-209.235185185185	-187.635185185185	-7.35	-6.65	60	69
#98D8FF	-185.835185185185	-175.035185185185	-7.35	-6.65	61	69
#BEBEBE	20.2814814814815	34.6814814814815	-7.35	-6.65	62	69
#FF0000	36.0814814814815	46.8814814814815	-7.35	-6.65	63	69
#00BFFF	-99.3166666666667	-88.5166666666667	-5.35	-4.65	64	69
#BEBEBE	-87.3166666666667	-76.5166666666667	-5.35	-4.65	65	69
#BEBEBE	-180.168518518519	-160.368518518519	-11.35	-10.65	66	69
#FF9779	-158.668518518519	-147.868518518519	-11.35	-10.65	67	69
#6ACCFF	-63.8351851851852	-53.0351851851852	-7.35	-6.65	68	69
#FBFDFF	-51.8351851851852	-41.0351851851852	-7.35	-6.65	69	69
#00BFFF	-95.8351851851852	-85.0351851851852	-8.35	-7.65	70	69
#77CFFF	-83.8351851851852	-73.0351851851852	-8.35	-7.65	71	69
#ABDFFF	-35.9185185185185	-25.1185185185185	-7.35	-6.65	72	69
#FFAC93	-23.9185185185185	-13.1185185185185	-7.35	-6.65	73	69
#FF0000	58.0814814814815	68.8814814814815	-6.35	-5.65	74	69
#FF5B3A	70.0814814814815	80.8814814814815	-6.35	-5.65	75	69
#BEBEBE	-216.835185185185	-197.035185185185	-8.35	-7.65	76	69
#00BFFF	-195.335185185185	-184.535185185185	-8.35	-7.65	77	69
#1BC0FF	-218.335185185185	-207.535185185185	-9.35	-8.65	78	69
#BEBEBE	-206.335185185185	-195.535185185185	-9.35	-8.65	79	69
#7FD1FF	-212.335185185185	-201.535185185185	-10.35	-9.65	80	69
#00BFFF	-200.335185185185	-189.535185185185	-10.35	-9.65	81	69
#BEBEBE	-111.718518518519	-97.3185185185185	-6.35	-5.65	82	69
#00BFFF	-95.9185185185185	-85.1185185185185	-6.35	-5.65	83	69
#F8FCFF	16.0814814814815	26.8814814814815	-8.35	-7.65	84	69
#FF704F	28.0814814814815	38.8814814814815	-8.35	-7.65	85	69
#FF5A39	-16.9416666666667	-6.14166666666668	-4.35	-3.65	86	69
#FF1406	-4.94166666666668	5.85833333333333	-4.35	-3.65	87	69
#82D2FF	-115.835185185185	-105.035185185185	-7.35	-6.65	88	69
#00BFFF	-103.835185185185	-93.0351851851852	-7.35	-6.65	89	69
#BEBEBE	-178.235185185185	-165.635185185185	-8.35	-7.65	90	69
#ABDFFF	-164.335185185185	-153.535185185185	-8.35	-7.65	91	69
#FF0000	61.725	72.525	-5.35	-4.65	92	69
#FF3E22	73.725	84.525	-5.35	-4.65	93	69
#FF5030	0.0814814814814691	10.8814814814815	-6.35	-5.65	94	69
#FF0000	12.0814814814815	22.8814814814815	-6.35	-5.65	95	69
#FF6241	1.72499999999999	12.525	-5.35	-4.65	96	69
#FF0000	13.725	24.525	-5.35	-4.65	97	69
#61C9FF	-187.168518518519	-176.368518518519	-9.35	-8.65	98	69
#00BFFF	-175.168518518519	-164.368518518519	-9.35	-8.65	99	69
#BEBEBE	-191.468518518519	-168.068518518519	-12.35	-11.65	102	69
#FFEDE6	-166.168518518519	-155.368518518519	-12.35	-11.65	103	69
#FFF7F5	-191.168518518519	-180.368518518519	-13.35	-12.65	104	69
#67CBFF	-179.168518518519	-168.368518518519	-13.35	-12.65	105	69
#BEBEBE	-5.4	5.4	-0.35	0.35	1	70
#BEBEBE	-18.9	0.9	-1.35	-0.65	2	70
#BEBEBE	2.7	15.3	-1.35	-0.65	3	70
#BEBEBE	-26.15	-15.35	-2.35	-1.65	4	70
#BEBEBE	-14.15	-3.35	-2.35	-1.65	5	70
#BEBEBE	-78.675	-66.075	-3.35	-2.65	6	70
#BEBEBE	-64.175	-42.575	-3.35	-2.65	7	70
#BEBEBE	-1.85	14.35	-2.35	-1.65	8	70
#BEBEBE	16.05	30.45	-2.35	-1.65	9	70
#BEBEBE	-70.6416666666667	-54.4416666666667	-4.35	-3.65	10	70
#BEBEBE	-52.9416666666667	-42.1416666666667	-4.35	-3.65	11	70
#BEBEBE	-114.241666666667	-90.8416666666667	-4.35	-3.65	12	70
#BEBEBE	-88.6416666666667	-72.4416666666667	-4.35	-3.65	13	70
#BEBEBE	-133.016666666667	-116.816666666667	-5.35	-4.65	14	70
#BEBEBE	-115.116666666667	-100.716666666667	-5.35	-4.65	15	70
#BEBEBE	-145.418518518519	-125.618518518519	-6.35	-5.65	16	70
#FF6C4A	-123.918518518519	-113.118518518519	-6.35	-5.65	17	70
#BEBEBE	-75.0166666666667	-58.8166666666667	-5.35	-4.65	18	70
#BEBEBE	-57.3166666666667	-46.5166666666667	-5.35	-4.65	19	70
#BEBEBE	5.92499999999999	29.325	-3.35	-2.65	20	70
#BEBEBE	31.225	42.025	-3.35	-2.65	21	70
#BEBEBE	-179.618518518519	-163.418518518519	-6.35	-5.65	22	70
#BEBEBE	-161.718518518519	-147.318518518519	-6.35	-5.65	23	70
#BEBEBE	-40.275	-20.475	-3.35	-2.65	24	70
#BEBEBE	-18.175	3.42499999999999	-3.35	-2.65	25	70
#F2FAFF	7.05833333333333	17.8583333333333	-4.35	-3.65	26	70
#BEBEBE	19.2583333333333	33.6583333333333	-4.35	-3.65	27	70
#BEBEBE	-143.635185185185	-129.235185185185	-7.35	-6.65	28	70
#00BFFF	-127.835185185185	-117.035185185185	-7.35	-6.65	29	70
#BEBEBE	-151.635185185185	-137.235185185185	-8.35	-7.65	30	70
#BEBEBE	-135.635185185185	-121.235185185185	-8.35	-7.65	31	70
#BEBEBE	-45.0166666666667	-28.8166666666667	-5.35	-4.65	32	70
#BEBEBE	-27.3166666666667	-16.5166666666667	-5.35	-4.65	33	70
#BEBEBE	-164.785185185185	-148.585185185185	-9.35	-8.65	34	70
#3DC3FF	-147.085185185185	-136.285185185185	-9.35	-8.65	35	70
#BEBEBE	-170.885185185185	-156.485185185185	-10.35	-9.65	36	70
#00BFFF	-155.085185185185	-144.285185185185	-10.35	-9.65	37	70
#BEBEBE	35.4583333333333	53.4583333333333	-4.35	-3.65	38	70
#BEBEBE	55.1583333333333	67.7583333333333	-4.35	-3.65	39	70
#9EDAFF	-135.085185185185	-124.285185185185	-9.35	-8.65	40	70
#00BFFF	-123.085185185185	-112.285185185185	-9.35	-8.65	41	70
#BEBEBE	-35.3185185185185	-13.7185185185185	-6.35	-5.65	42	70
#FF5232	-11.9185185185185	-1.11851851851853	-6.35	-5.65	43	70
#BEBEBE	-83.9185185185185	-73.1185185185185	-6.35	-5.65	44	70
#BEBEBE	-71.9185185185186	-61.1185185185186	-6.35	-5.65	45	70
#BEBEBE	-91.6351851851852	-77.2351851851852	-7.35	-6.65	46	70
#C6E8FF	-75.8351851851852	-65.0351851851852	-7.35	-6.65	47	70
#BEBEBE	26.325	47.925	-5.35	-4.65	48	70
#BEBEBE	49.725	60.525	-5.35	-4.65	49	70
#BEBEBE	24.5814814814815	44.3814814814815	-6.35	-5.65	50	70
#FF0000	46.0814814814815	56.8814814814815	-6.35	-5.65	51	70
#00BFFF	43.225	54.025	-3.35	-2.65	52	70
#CFEBFF	55.225	66.025	-3.35	-2.65	53	70
#FFFFFF	-59.9185185185185	-49.1185185185185	-6.35	-5.65	54	70
#FF3A1F	-47.9185185185185	-37.1185185185185	-6.35	-5.65	55	70
#BEBEBE	-173.535185185185	-157.335185185185	-7.35	-6.65	56	70
#DDF1FF	-155.835185185185	-145.035185185185	-7.35	-6.65	57	70
#FFF9F7	-40.9416666666667	-30.1416666666667	-4.35	-3.65	58	70
